test_idx,ground_truth,pred_Qwen-3B,title,body,pred_Qwen-7B,pred_Qwen-14B,pred_Qwen-32B,all_bug,body_excerpt,category
884,question,bug,Weird behavior when using a collection for with a condition that depends on variables outside of the loop's definition,"Dart SDK version: 3.1.0-66.0.dev (dev) (Tue May 2 11:10:38 2023 -0700) on ""macos_arm64""

I was working on PDF generation (thus the example, was not able to create more minimal reproducable example yet) when I encountered a behavior that I find very strange. Consider the following code:

```
import 'package:pdf/pdf.dart';
import 'package:pdf/widgets.dart' as pw;

Future<void> main() {
  final pdf = pw.Document();
  final data = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];
  const itemsPerPage = 5;
  final pageCount = (data.length / itemsPerPage).ceil();
  var itemIndex = 0;

  for (var page = 0; page < pageCount; page++) {
    pdf.addPage(
      pw.Page(
        pageFormat: PdfPageFormat.a4,
        build: (pw.Context context) {
          return pw.Column(
            children: [
              for (var i = 0;
                  () {
                print('Conditional check: itemIndex: $itemIndex, i: $i');
                return itemIndex < data.length && i < itemsPerPage;
              }();
                  i++, itemIndex++)
                pw.Builder(
                  builder: (pw.Context context) {
                    print('i: $i, itemIndex $itemIndex');
                    final item = data[itemIndex];
                    return pw.Text('$item');
                  },
                ),
            ],
          );
        },
      ),
    );
  }

  return pdf.save();
}
```

The reason I made the for loop's condition a function is just that the print makes it clear what is happening and why it is weird, the same behavior occurs when the condition is just `itemIndex < data.length && i < itemsPerPage`.

The code above yields the following output in the console:

```
Conditional check: itemIndex: 0, i: 0
Conditional check: itemIndex: 1, i: 1
Conditional check: itemIndex: 2, i: 2
Conditional check: itemIndex: 3, i: 3
Conditional check: itemIndex: 4, i: 4
Conditional check: itemIndex: 5, i: 5
i: 0, itemIndex 5
i: 1, itemIndex 5
i: 2, itemIndex 5
i: 3, itemIndex 5
i: 4, itemIndex 5
Conditional check: itemIndex: 5, i: 0
Conditional check: itemIndex: 6, i: 1
Conditional check: itemIndex: 7, i: 2
Conditional check: itemIndex: 8, i: 3
Conditional check: itemIndex: 9, i: 4
Conditional check: itemIndex: 10, i: 5
i: 0, itemIndex 10
Unhandled exception:
RangeError (index): Invalid value: Not in inclusive range 0..9: 10
#0      List.[] (dart:core-patch/growable_array.dart:264:36)
```

As you can see, I get a range error because I apparently tried to call data[10], even though `data.length` is 9 and my condition in my for loop clearly states `itemIndex < data.length`. Secondly, you can see that whenever the for loop calls ` pw.Builder`, the value for `itemIndex` is the last value it should have in the loop. Obviously, using a collection for in this way causes the for loop to run through all possible conditions before calling the for loops ""body"" for the first time. I'm not sure why this is happening and what is going on under the hood, but the impact this has is definitely not desirable. At the very least, there should be a warning to not use external variables inside a collection for.",bug,bug,bug,True,"Dart SDK version: 3.1.0-66.0.dev (dev) (Tue May 2 11:10:38 2023 -0700) on ""macos_arm64""

I was working on PDF generation (thus the example, was not able to create more minimal reproducable example yet) when I encountered a behavior that I find very strange. Consider the following code:

```
imp",ambiguous
885,question,bug,Generic type in not inferred when used outside of class that is generalized,"Most likely, that this issue is related to https://github.com/dart-lang/language/issues/524 (Sound declaration-site variance).

Tested in DartPad (Dart SDK 2.19.6).

Brief:

**Case 1**: generic processing is encapsulated in the delegate.
**Expected**: compiles, runs without errors
**Actual**: compiles, runs without errors
```dart
class EntityDelegate<T extends Base> {
  final T Function(dynamic) fromValue;
  final Dao<T> Function() createDao;

  EntityDelegate(this.fromValue, this.createDao);

  Future<List<T>> convertAndSave(List<dynamic> list) async {
    final List<T> convertedList = list.map(fromValue).toList();
    final Dao<T> dao = createDao();
    await dao.insert(convertedList);
    return convertedList;
  }
}
// ...
final convertedList = await delegate.convertAndSave(sourceList);
```

**Case 2**: generic processing is not in the delegate class, delegate's fields are used directly.
**Expected**: compiles, runs without errors
**Actual**: **compiles, runs with runtime error**

Compiles, but throws at runtime:
`TypeError: Instance of 'JSArray<Base>': type 'JSArray<Base>' is not a subtype of type 'List<EntityA>`
```dart
final List<T> convertedList = sourceList.map(delegate.fromValue).toList();
final Dao<T> dao = delegate.createDao();
await dao.insert(convertedList); // fails here
```

In general, questions are: 
- is it a bug or intended behavior? 
- If bug - which issue to address? 
- If intended behavior - what is the explanation of why type is not inferred?

**_Full code snippet_**:
```dart
void main() async {
  print('code below works');
  await testProcessing(worksFine);

  print('code below fails. why? 0_o');
  await testProcessing(throwsTypeError);
}

// Entities

abstract class Base {}

class EntityA extends Base {
  final String valueA;

  EntityA(this.valueA);

  factory EntityA.fromValue(dynamic value) => EntityA(value);

  @override
  String toString() => ""EntityA($valueA)"";
}

class EntityB extends Base {
  final String valueB;

  EntityB(this.valueB);

  factory EntityB.fromValue(dynamic value) => EntityB(value);

  @override
  String toString() => ""EntityB($valueB)"";
}

abstract class Dao<T> {
  Future<void> insert(List<T> list);
}

class BaseDao<T extends Base> extends Dao<T> {
  BaseDao();

  @override
  Future<void> insert(List<T> list) async {
    print(""inserting [$T]: $list"");
  }
}

class EntityDelegate<T extends Base> {
  final T Function(dynamic) fromValue;
  final Dao<T> Function() createDao;

  EntityDelegate(this.fromValue, this.createDao);

  Future<List<T>> convertAndSave(List<dynamic> list) async {
    final List<T> convertedList = list.map(fromValue).toList();
    final Dao<T> dao = createDao();
    await dao.insert(convertedList);
    return convertedList;
  }
}

// Magic below

final List<EntityDelegate> delegates = [
  EntityDelegate<EntityA>(EntityA.fromValue, () => BaseDao<EntityA>()),
  EntityDelegate<EntityB>(EntityB.fromValue, () => BaseDao<EntityB>()),
];

typedef ProcessCallback<T extends Base> = Future<List<T>> Function(
  EntityDelegate<T> delegate,
  List<dynamic> sourceList,
);

Future<void> testProcessing(ProcessCallback process) async {
  final List<dynamic> list = [""a"", ""b"", ""c""];

  for (final delegate in delegates) {
    final processedList = await process(delegate, list);
    print(""Processed: $processedList"");
  }
}

Future<List<T>> worksFine<T extends Base>(
  EntityDelegate<T> delegate,
  List<dynamic> sourceList,
) async {
  final convertedList = await delegate.convertAndSave(sourceList);

  print(""Converted: $convertedList"");
  return convertedList;
}

Future<List<T>> throwsTypeError<T extends Base>(
  EntityDelegate<T> delegate,
  List<dynamic> sourceList,
) async {
  final List<T> convertedList = sourceList.map(delegate.fromValue).toList();
  final Dao<T> dao = delegate.createDao();
  await dao.insert(convertedList); // fails here with:
  // TypeError: Instance of 'JSArray<Base>': type 'JSArray<Base>' is not a subtype of type 'List<EntityA>
  // or
  // TypeError: Instance of 'List<Base>': type 'List<Base>' is not a subtype of type 'List<EntityA>
  

  print(""Converted: $convertedList"");
  return convertedList;
}
```

Related errors:
TypeError: Instance of 'List<Base>': type 'List<Base>' is not a subtype of type 'List<EntityA>
TypeError: Instance of 'JSArray<Base>': type 'JSArray<Base>' is not a subtype of type 'List<EntityA>",bug,bug,bug,True,"Most likely, that this issue is related to https://github.com/dart-lang/language/issues/524 (Sound declaration-site variance).

Tested in DartPad (Dart SDK 2.19.6).

Brief:

**Case 1**: generic processing is encapsulated in the delegate.
**Expected**: compiles, runs without errors
**Actual**",ambiguous
894,question,bug,Stdin/out issue on Mac,"The following [test](https://github.com/dart-lang/co19/blob/master/LibTest/io/Stdin/readByteSync_A02_t01.dart) works on Windows and Linux but fails on Mac. The test is
```dart
import ""../../../Utils/expect.dart"";
import ""dart:async"";
import ""dart:io"";

List<T> flattenList<T>(List list) =>
    list.expand((e) => e is List ? e : [e]).cast<T>().toList();

run_process() async {
  // Read and print the first byte ([5])
  stdout.write(stdin.readByteSync());
  // Try to read and print the second byte (no input here, [-1] passes when
  // process finishes) - all is blocked before
  stdout.write(stdin.readByteSync());
  // print [OK] finally
  print(""OK"");
}

run_main() async {
  String executable = Platform.resolvedExecutable;
  String eScript = Platform.script.toString();
  int called = 0;

  await Process.start(
          executable, [...Platform.executableArguments, eScript, ""test""],
          runInShell: true)
      .then((Process process) async {
    process.stdin.add([5]);
    await new Future.delayed(new Duration(seconds: 2)).then((_) async {
      process.kill();
      await process.exitCode.then((_) async {
        process.stderr.toList().then((errors) {
          Expect.isTrue(errors.isEmpty);
        });
        await process.stdout.toList().then((out) {
          // Expected result is: [5-1OK] string
          Expect.listEquals([53, 45, 49, 79, 75, 10], flattenList<int>(out)); // On Mac deepEquals([53, 45, 49, 79, 75, 10], [53], ) fails
          called++;
        });
      });
    });
  });
  Expect.equals(1, called);
}

main(List<String> args) {
  args.length > 0 ? run_process() : run_main();
}
```

On Mac we have
```
deepEquals([53, 45, 49, 79, 75, 10], [53], ) fails
   [cause: Expect.equals(expected: <6>, actual: <1>Collection lengths are not equal: expected length=6, actual length=1) fails.]
```
Why only the first character (""5"") is read from `stdout` on MAC? Is this an issue of Dart API on Mac, or a test issue? On Windows and Linux this test works well",bug,bug,bug,True,"The following [test](https://github.com/dart-lang/co19/blob/master/LibTest/io/Stdin/readByteSync_A02_t01.dart) works on Windows and Linux but fails on Mac. The test is
```dart
import ""../../../Utils/expect.dart"";
import ""dart:async"";
import ""dart:io"";

List<T> flattenList<T>(List list) =>
   ",ambiguous
1017,feature,bug,CS1591 - False positive for interface-implementing member,"[CS1591](https://learn.microsoft.com/en-us/dotnet/csharp/language-reference/compiler-messages/cs1591) - `Missing XML comment for publicly visible type or member 'Type_or_Member'`
**Version** - `MSBuild 17.4.0.51802`

### Brief description
Members that implement an interface member will implicitly apply `/// <inheritdoc/>` ([source](https://github.com/dotnet/roslyn/issues/47436#issuecomment-686827033)) - and this works as expected. However, `CS1591` is still issued for such members (unless `/// <inheritdoc/>` is explicitly added).

### Sample

Hovering `Foo.Bar` in the following sample displays `The bar.` - but `CS1591` is also issued for `Foo.Bar`.

```csharp
// in .csproj: <GenerateDocumentationFile>true</GenerateDocumentationFile>

public interface IFoo
{
    /// <summary>The bar.</summary>
    int Bar { get; }
}

public class Foo : IFoo
{
    public int Bar => 2;
}
```",bug,bug,bug,True,"[CS1591](https://learn.microsoft.com/en-us/dotnet/csharp/language-reference/compiler-messages/cs1591) - `Missing XML comment for publicly visible type or member 'Type_or_Member'`
**Version** - `MSBuild 17.4.0.51802`

### Brief description
Members that implement an interface member will implicitl",ambiguous
1037,feature,bug,IDE0031 codefix shouldn't remove existing braces,"![image](https://user-images.githubusercontent.com/31348972/208076666-66c6945f-737d-44a5-9bd0-574fb5f3a670.png)

Repro: https://github.com/Youssef1313/roslyn-analyzers/blob/569ea24dd88d4369f6ae6b636582ec6c165e27de/src/Utilities/Compiler/Extensions/IOperationExtensions.cs#L146-L149",bug,bug,bug,True,"![image](https://user-images.githubusercontent.com/31348972/208076666-66c6945f-737d-44a5-9bd0-574fb5f3a670.png)

Repro: https://github.com/Youssef1313/roslyn-analyzers/blob/569ea24dd88d4369f6ae6b636582ec6c165e27de/src/Utilities/Compiler/Extensions/IOperationExtensions.cs#L146-L149",ambiguous
1041,feature,bug,CS8600 with MemberNotNullWhen in a property and using an implicit operator.,"<!-- This issue template is **only** for analyzers related to code style. -->
<!-- To propose a semantic/code quality analyzer, please follow the guidelines at https://github.com/dotnet/roslyn-analyzers/blob/main/GuidelinesForNewRules.md. -->

**Brief description:**

See the example code, the CS8600 shouldn't be there.

**Languages applicable:**

C#, and maybe others?

**Code example that the analyzer should report:**

```csharp
namespace TestNullApp
{
    using System.Diagnostics.CodeAnalysis;

    class Program
    {
        static void Main(string[] args)
        {
            var testNull = new TestNull(""Hello"");
            if (!testNull.IsNull)
            {
                string test = testNull; // CS8600
                Console.WriteLine(test);
            }
        }
    }

    internal readonly struct TestNull
    {
        private readonly string? value;

        public TestNull(string? value)
        {
            this.value = value;
        }

        [MemberNotNullWhen(false, nameof(value))]
        public bool IsNull => this.value == null;

        public static implicit operator string?(TestNull testNull)
        {
            return testNull.value;
        }
    }
}

```

",bug,bug,bug,True,"<!-- This issue template is **only** for analyzers related to code style. -->
<!-- To propose a semantic/code quality analyzer, please follow the guidelines at https://github.com/dotnet/roslyn-analyzers/blob/main/GuidelinesForNewRules.md. -->

**Brief description:**

See the example code, the C",ambiguous
1044,feature,bug,`default` constraint of generic type is not generated,"## Context
One of the steps to close the gap between the existing official build and the [.NET source-build](https://github.com/dotnet/source-build) is enabling prebuilt detection on the individual product repository level. 

Our goal is to introduce prebuilt detection on an individual product repo level so that developers could detect prebuilts during their PR validation and resolve the problem by generating the SBRPs themselves with minimum assistance from the A&D team. 

Unfortunately, the current [SPRB](https://github.com/dotnet/source-build-reference-packages/tree/main/src/referencePackageSourceGenerator) (Source Build Reference Package generation tooling), [GenAPI](https://github.com/dotnet/arcade/tree/main/src/Microsoft.DotNet.GenAPI), is not sufficient for this scenario as it uses the old Microsoft Common Compiler Infrastructure (Microsoft CCI) to generate the API surface for individual packages. The Microsoft CCI backend needs to be periodically updated to reflect the latest language changes which is often a time-consuming task requiring significant expertise.

We developed a [Roslyn-based GenAPI](https://github.com/dotnet/sdk/tree/main/src/GenAPI) tool that aims to replace the CCi-based version. During the testing we found several bugs in the API (Workspaces) all summarized at [Summary of issues found during testing of the Roslyn-based GenAPI](https://github.com/dotnet/arcade/issues/12009) issue in dotnet/arcade.

---

**Version Used**: 4.5.0-3.22601.3 (~main)

**Steps to Reproduce**:
Issue: on our side: https://github.com/dotnet/arcade/issues/10526

Example:
```C#
public abstract partial class A
{
    public abstract TResult? Accept<TResult>(int a);
}

public sealed partial class B : A
{
    public override TResult? Accept<TResult>(int a) where TResult : default { throw null; }
}
```
After roundtrip: source -> ISymbol-> SyntaxGenerator -> source:
```C#
public abstract partial class A
{
    public abstract TResult? Accept<TResult>(int a);
}
public sealed partial class B : A
{
    /// error CS0508: 'B.Accept<TResult>(int)': return type must be 'TResult' to match overridden member 'A.Accept<TResult>(int)'
    /// error CS0453: The type 'TResult' must be a non-nullable value type in order to use it as parameter 'T' in the generic type or method 'Nullable<T>'
    public override TResult? Accept<TResult>(int a) { throw null; }
}
```

**Diagnostic Id**:

**Expected Behavior**:

**Actual Behavior**:
",bug,bug,bug,True,"## Context
One of the steps to close the gap between the existing official build and the [.NET source-build](https://github.com/dotnet/source-build) is enabling prebuilt detection on the individual product repository level. 

Our goal is to introduce prebuilt detection on an individual product re",ambiguous
1092,feature,bug,Codelens to get the references on fields is missing,"From vscode-dotnettools created by [Goshlok-git](https://github.com/Goshlok-git): microsoft/vscode-dotnettools#350  

Type: <b>Bug</b>

- Reference of fields are gone, there are only references for methods and classes
- Constant readonly modifier advices for some private fields
![alt text](https://forum.unity.com/attachments/upload_2023-8-7_17-53-51-png.1283015/)
![alt text](https://forum.unity.com/attachments/upload_2023-8-7_17-53-57-png.1283018/)

C# and C# Dev Kit extension is updated
Visual Studio Editor package is updated
.NET 7 is installed


Extension version: 0.9.0
VS Code version: Code 1.81.0 (6445d93c81ebe42c4cbd7a60712e0b17d9463e97, 2023-08-02T12:37:13.485Z)
OS version: Windows_NT x64 10.0.19045
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|AMD Ryzen 5 1600 Six-Core Processor             (12 x 3600)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: disabled_off<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled|
|Load (avg)|undefined|
|Memory (System)|15.95GB (7.63GB free)|
|Process Argv|--crash-reporter-id db49d959-a85e-4b8f-96a2-6f8616d89334|
|Screen Reader|no|
|VM|0%|
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
vsreu685:30147344
python383cf:30185419
vspor879:30202332
vspor708:30202333
vspor363:30204092
vslsvsres303:30308271
vserr242:30382549
pythontb:30283811
vsjup518:30340749
pythonptprofiler:30281270
vshan820:30294714
vstes263:30335439
vscoreces:30445986
vscod805cf:30301675
binariesv615:30325510
bridge0708:30335490
bridge0723:30353136
vsaa593cf:30376535
pythonvs932:30410667
py29gd2263:30792226
vsclangdc:30486549
c4g48928:30535728
dsvsc012cf:30540253
pynewext54:30695312
azure-dev_surveyone:30548225
vscccc:30803845
3biah626:30602489
f6dab269:30613381
a9j8j154:30646983
showlangstatbar:30737416
vsctsb:30748421
03d35959:30757346
pythonfmttext:30731395
pythoncmvfstrcf:30756944
fixshowwlkth:30771522
showindicator:30805244
pythongtdpath:30769146
i26e3531:30792625
gsofa:30804715
pythonnosmt12:30797651
pythonidxptcf:30805731
pythonnoceb:30805159
e537b577:30795824
dsvsc013:30795093
dsvsc014:30804076

```

</details>

<!-- generated by issue reporter -->",bug,bug,bug,True,"From vscode-dotnettools created by [Goshlok-git](https://github.com/Goshlok-git): microsoft/vscode-dotnettools#350  

Type: <b>Bug</b>

- Reference of fields are gone, there are only references for methods and classes
- Constant readonly modifier advices for some private fields
![alt text](https",ambiguous
1102,question,bug,Type vs Name resolution breaks when type is a nullable value type,"*I don't know if this behavior is intentional to address some corner case I'm not seeing; if it is, please forgive this erroneous bug report*

Changing only the type of a property from a simple struct to a nullable version of the same struct either changes (if this isn't a bug) or breaks (if this is a bug) same-name type resolution. This is inconsistent with the behavior observed when the property is a regular value type, a reference type, or a nullable reference type.

**Version Used**: 

Visual Studio 17.0.0 Preview 5.0 with a C# 10 project.

**Steps to Reproduce**:

```csharp
public class Foo {
    public TimeSpan? TimeSpan => TimeSpan.FromDays(7);
}
```

**Expected Behavior**:

The compiler will be able to deduce that in `TimeSpan.FromDays()` the token `TimeSpan` refers to a type and not the instance by the same name.

**Actual Behavior**:

An error is observed as `TimeSpan` is resolved to the property by that name and not the type with that name, and an instance of `TimeSpan` does not have a `FromDays()` function.

Note that this behavior only occurs for a nullable value type, and is not observed with any of the other possible combinations. The following all compile OK:

```csharp
public class Foo {
    public TimeSpan TimeSpan => TimeSpan.FromDays(7);
    public string String => String.IsNullOrEmpty(null) ? ""foo"" : ""bar"";
    public Array? Array => Array.BinarySearch(new object[] { }, null) == 0 ? new object[] { } : new object[] { };
}
```

The above are all able to correctly resolve a non-namespaced reference to a type by the same name as the property to the type (yielding access to the static method within).",bug,bug,bug,True,"*I don't know if this behavior is intentional to address some corner case I'm not seeing; if it is, please forgive this erroneous bug report*

Changing only the type of a property from a simple struct to a nullable version of the same struct either changes (if this isn't a bug) or breaks (if this ",ambiguous
1103,question,bug,.NET 6 release broke switch expression formatting,"Code like
```csharp
var x = new { p: ""data"" };
var y = x switch {
    { p: ""123"" } => 1,
    { p: ""data""} => 2,
    _ => 3,
};
```
all end up on the same line after latest release, like this:
```csharp
var x = new { p: ""data"" };
var y = x switch { { p: ""123"" } => 1, { p: ""data""} => 2,
    _ => 3,
};
```
Since this looks really bad I assume it is a bug. But if it is a breaking change, what setting should we update to get the former style?
We use .editorconfig from dotnet runtime plus the change: `csharp_new_line_before_open_brace=methods, types`. Do we need to add some new parameter here for switch expressions or patterns? We could not find any setting that made sense for switch/pattern.",bug,bug,bug,True,"Code like
```csharp
var x = new { p: ""data"" };
var y = x switch {
    { p: ""123"" } => 1,
    { p: ""data""} => 2,
    _ => 3,
};
```
all end up on the same line after latest release, like this:
```csharp
var x = new { p: ""data"" };
var y = x switch { { p: ""123"" } => 1, { p: ""data""} => 2,
 ",ambiguous
1104,question,bug,[CS8629]: LINQ .Where calls are not considered,"**Version Used**: 
.NET 5.0 / but might in .NET 6.0 the same

**Steps to Reproduce**:

```cs
                IEnumerable<long?> longValues = /* ... */;
                _ = tweet.UserMentions.Where(id => id.HasValue)
                    .Select(id => id.Value) // Here does CS8629 occur
                    .Distinct()
                    .Select(id => DoSomethingOther(id));
```

**Expected Behavior**:
Don't show this warning

**Actual Behavior**:
It shows this warning
![grafik](https://user-images.githubusercontent.com/10373452/141697101-8e486c5a-248d-45de-a0e8-0c59fd7f0a7c.png)
",bug,bug,bug,True,"**Version Used**: 
.NET 5.0 / but might in .NET 6.0 the same

**Steps to Reproduce**:

```cs
                IEnumerable<long?> longValues = /* ... */;
                _ = tweet.UserMentions.Where(id => id.HasValue)
                    .Select(id => id.Value) // Here does CS8629 occur
     ",ambiguous
1106,question,bug,CS8073 false possitive for linq to SQL,"**Version Used**: 
.net 5
**Steps to Reproduce**:

```c#
var query =
                from product in products
                join warehouseStock in warehouseStocks on product.Id  equals warehouseStock.ProductId  into ws
                from warehouseStock in ws.DefaultIfEmpty()
                where(warehouseStock.Id == null)
               ...

```
1.  Above query is used to generate `LEFT JOIN`
2. It generates proper SQL 
3. Comparison cannot be omitted here.

**Expected Behavior**:
Or disable for linq queries checks
Or allow suppression attribute to be used to suppress this warning.

**Actual Behavior**:
Only pragma allows disable warning.",bug,bug,bug,True,"**Version Used**: 
.net 5
**Steps to Reproduce**:

```c#
var query =
                from product in products
                join warehouseStock in warehouseStocks on product.Id  equals warehouseStock.ProductId  into ws
                from warehouseStock in ws.DefaultIfEmpty()
           ",ambiguous
1107,question,bug,c# Intellisense insert a new row pressing enter while it is disabled,"_This issue has been moved from [a ticket on Developer Community](https://developercommunity.visualstudio.com/t/c-Intellisense-insert-a-new-row-pressin/1587766)._

---
[severity:It bothers me. A fix would be nice] [regression] [worked-in:17.1.0 Preview 1.1]
Hi,

in VS 2022 it always enters a new line in intelligence although i disabled it in the settings 
TextEditor-->C#-->IntelliSense-->Enter key behavior-->Never add new line on enter

In VS 2019 it works perfekt on the same machine. I hope you can fix this.

Thx
Eric

---
### Original Comments

#### Feedback Bot on 11/17/2021, 08:23 PM: 

<p>We have directed your feedback to the appropriate engineering team for further evaluation. The team will review the feedback and notify you about the next steps.</p>


---
### Original Solutions
(no solutions)",bug,bug,bug,True,"_This issue has been moved from [a ticket on Developer Community](https://developercommunity.visualstudio.com/t/c-Intellisense-insert-a-new-row-pressin/1587766)._

---
[severity:It bothers me. A fix would be nice] [regression] [worked-in:17.1.0 Preview 1.1]
Hi,

in VS 2022 it always enters a new li",ambiguous
1108,question,bug,Broken double-checked locking (data race) in RazorDocumentServiceProviderWrapper,"**Version Used**: 
dac98b9 (latest commit on the main branch as of this writing), the most recent commit to the document is 0e94007

**Steps to Reproduce**:
The code of [RazorDocumentServiceProviderWrapper](https://github.com/dotnet/roslyn/blob/0e940070b483a1631cb2dd8f86716a8de573c454/src/Tools/ExternalAccess/Razor/RazorDocumentServiceProviderWrapper.cs) is formally incorrect in terms of parallelism. It applies the double-checked locking pattern without marking the respective fields as `volatile`.

**Expected Behavior**:
One possible solution is marking the fields `_spanMappingService`, `_excerptService`, and `_documentPropertiesService` as `volatile` to conform to C#'s memory-model.

**Actual Behavior**:
Formally incorrect, see [Exploring the Singleton Design Pattern (docs.microsoft.com)](https://docs.microsoft.com/en-us/previous-versions/msp-n-p/ee817670(v=pandp.10))",bug,bug,bug,True,"**Version Used**: 
dac98b9 (latest commit on the main branch as of this writing), the most recent commit to the document is 0e94007

**Steps to Reproduce**:
The code of [RazorDocumentServiceProviderWrapper](https://github.com/dotnet/roslyn/blob/0e940070b483a1631cb2dd8f86716a8de573c454/src/Tools/",ambiguous
1111,question,bug,new AdhocWorkspace throws NullReferenceException on API startup,"**Version Used**: 
Latest .NET 6 SDK, with latest 4.0.0.0 nuget packages referenced.

**Steps to Reproduce**:

1. Start my .NET 6 API server which provides server side autocompletion for a react side C# code editor.
2. First few autocomplete requests will throw NullReferenceException when creating a new AdhocWorkspace.

**Expected Behavior**:
No exception thrown when invoked immediately on startup.

**Actual Behavior**:
I get a null reference exception when initializing the AdhocWorkspace, however once my app is up and running it goes away and starts working. I am targeting the latest .NET 6 with latest nuget packages referenced. 

![image](https://user-images.githubusercontent.com/10574115/144758246-36164e35-74d6-4ad7-8829-d42c1fb0033d.png)

",bug,bug,bug,True,"**Version Used**: 
Latest .NET 6 SDK, with latest 4.0.0.0 nuget packages referenced.

**Steps to Reproduce**:

1. Start my .NET 6 API server which provides server side autocompletion for a react side C# code editor.
2. First few autocomplete requests will throw NullReferenceException when crea",ambiguous
1112,question,bug,Strange behavior when passing `null` for ReadOnlyMemory/ReadOnlySpan,"**Version Used**: 

Version:   5.0.403
Commit:    bf9d168ac2

**Steps to Reproduce**:

```csharp
public readonly struct A { }

public static void Do1(ReadOnlyMemory<byte> bytes) => Console.WriteLine(bytes.ToString());

public static void Do2(ReadOnlySpan<byte> bytes) => Console.WriteLine(bytes.ToString());

public static void Do2(A a) => Console.WriteLine(a.ToString());

Do1(null); // compiles [why?]
Do2(null); // compiles [why?]
Do3(null); // failed - CS1503	Argument 1: cannot convert from '<null>' to 'A'	 [OK]
```

**Expected Behavior**:

Compilation error for `Do1`, `Do2`, `Do3` calls.

**Actual Behavior**:

Compilation error only for `Do3`.

https://dotnetfiddle.net/pIb1Rj",bug,bug,bug,True,"**Version Used**: 

Version:   5.0.403
Commit:    bf9d168ac2

**Steps to Reproduce**:

```csharp
public readonly struct A { }

public static void Do1(ReadOnlyMemory<byte> bytes) => Console.WriteLine(bytes.ToString());

public static void Do2(ReadOnlySpan<byte> bytes) => Console.WriteLine",ambiguous
1115,question,bug,Sync Namespaces is calling some kind of code cleanup,"_This issue has been moved from [a ticket on Developer Community](https://developercommunity.visualstudio.com/t/Sync-Namespaces-is-calling-some-kind-of-/1645579)._

---
[severity:It's more difficult to complete my work] [regression] [worked-in:New Feature in VS2022]
Since upgrading to VS2022 I have started making use of the ""Sync Namespaces"" functionality. We use Microsoft.CodeAnalysis.NetAnalyzers / Stylecop / Sonar Analyser to enforce a set of style rules (and warnings are set to error). 

After running ""Sync Namespaces"" I find the code in the class where the namespace has changed has been altered. The ""this."" prefix has been removed on access to class level variables and the space between ""new"" and ""()"" has been removed. e.g 

this._username = ""fred"";
becomes 
_username = ""fred""; 

MyObject x = new ();
becomes
MyObject x = new();

Both of these break now break our style rules and the code will no longer compile. I then have to go through and re-insert all the "".this"" and spaces manually.

Surely ""Sync Namespaces"" should just alter the namespaces as needed and not alter the code within the classes?

---
### Original Comments

#### Feedback Bot on 1/24/2022, 10:08 PM: 

<p>We have directed your feedback to the appropriate engineering team for further evaluation. The team will review the feedback and notify you about the next steps.</p>


---
### Original Solutions
(no solutions)",bug,bug,bug,True,"_This issue has been moved from [a ticket on Developer Community](https://developercommunity.visualstudio.com/t/Sync-Namespaces-is-calling-some-kind-of-/1645579)._

---
[severity:It's more difficult to complete my work] [regression] [worked-in:New Feature in VS2022]
Since upgrading to VS2022 I have ",ambiguous
1119,question,bug,#endif is seen as LeadingTrivia of namespace instead of TrailingTrivia of using statement,"**Version Used**: 

**Steps to Reproduce**:
1. Using statement surrounded by `#if` preprocessor directive
```
using System;
#if UNITY
using Unity
#endif

namespace Namespace
{
   public class ClassName 
   { 
   } 
}
```

2. Analyze code in roslyn with source generator.
3. Use source generator to move `UsingStatementSyntax` inside of the `NamespaceDeclartionSyntax`

```
Console.WriteLine( namespaceSyntax.WithUsingStatements( CompilationUnitSyntax.Usings );
```

**Expected Behavior**:

```
namespace Namespace
{
using System;
#if UNITY
using Unity
#endif
   public class ClassName 
   { 
   } 
}
```

**Actual Behavior**:

```
#endif

namespace Namespace
{
using System;
#if UNITY
using Unity
   public class ClassName 
   { 
   } 
}
```

Exploring the syntax tree shows the `#endif` trivia is the `LeadingTrivia` of the `NamespaceDeclarationSyntax` and not the `TrailingTrivia` of the `UsingStatementSyntax`. 

I think it was implemented this way to cover the edge case where there is no token in front of the `#if` directive by assuming there will always be a NamespaceDeclaration, UsingStatment or EndOfFile token after it. However this can lead to ""unintended behavior"" as the formatting becomes incorrect when it attaches the `#if` and `#endif` to different tokens and you try moving those tokens around.",bug,bug,bug,True,"**Version Used**: 

**Steps to Reproduce**:
1. Using statement surrounded by `#if` preprocessor directive
```
using System;
#if UNITY
using Unity
#endif

namespace Namespace
{
   public class ClassName 
   { 
   } 
}
```

2. Analyze code in roslyn with source generator.
3. Use sou",ambiguous
